Point ID,Gradient_Pressure_X,Gradient_Pressure_Y,Points_0,Points_1,Points_2,Points_Magnitude
134,-217.903110048,44.1672344151,0.00763196777552,0.0112768774852,0,0.0136167136952
135,-269.83388808,52.0411682616,0.0077163935639,0.0113437213004,0,0.013719429262
136,-322.462450593,44.9183222384,0.00780080305412,0.011410552077,0,0.0138222007081
137,-395.242528257,62.9624852645,0.00788232497871,0.011475097388,0,0.013921527192
138,-654.605991263,472.335032245,0.00796181056648,0.0115380296484,0,0.0140184359625
139,-439.613168296,440.489113099,0.00804359745234,0.0115983029827,0,0.0141145344824
140,-83.2882948478,161.029245545,0.00812975130975,0.0116599882022,0,0.0142143657431
141,-43.2602368074,147.345659108,0.00821782462299,0.0117230480537,0,0.0143165113404
142,-46.4395586298,133.764068026,0.0083021344617,0.011783413589,0,0.0144143775105
143,-51.5390532903,139.01949414,0.00838517397642,0.0118428692222,0,0.0145108476281
144,-53.1942696415,125.894225435,0.00847051665187,0.0119039732963,0,0.0146100725979
145,-56.913169163,115.205065529,0.00855741184205,0.0119661893696,0,0.0147111853585
146,-79.7616150059,125.464348866,0.0086454777047,0.0120292436332,0,0.0148137435317
147,-108.529011511,135.501282851,0.0087318290025,0.0120910704136,0,0.0149143831804
148,-59.7519416129,47.631617953,0.00881661567837,0.012151776813,0,0.0150132738054
149,-106.896661119,73.8987847583,0.00890339631587,0.0122139109299,0,0.0151145653799
150,-102.341897233,32.6300382255,0.00899143330753,0.012276943773,0,0.0152173982933
151,-147.266763747,44.8563336454,0.00907820928842,0.012339075096,0,0.0153188332915
152,-155.776905208,18.3979288017,0.00916282273829,0.0123996576294,0,0.0154178086668
153,-219.777390611,21.2465154982,0.00924686621875,0.0124598313123,0,0.0155161833391
154,-326.30192081,52.5852922821,0.00933339819312,0.0125217875466,0,0.0156175373122
155,-321.759205326,14.0841838725,0.00942051783204,0.0125841647387,0,0.0157196484506
156,-671.128770543,401.59673393,0.00950483139604,0.0126445321366,0,0.0158185344189
157,-912.733721656,880.230219818,0.0095874639228,0.012702986598,0,0.0159149412066
158,-255.53583316,246.776974551,0.00967312511057,0.0127580771223,0,0.0160105545074
159,-81.1186984259,204.340337009,0.00976233929396,0.0128154531121,0,0.0161102171987
160,-42.9493187019,172.824804105,0.00985337700695,0.0128740016371,0,0.0162119995803
161,-11.5101327925,130.165158449,0.00994126684964,0.0129305263981,0,0.0163103435189
162,4.39153648542,127.674181749,0.0100275985897,0.0129860481247,0,0.0164070166647
163,16.1680361972,102.862500867,0.0101153524593,0.0130424853414,0,0.016505356878
164,11.3954898672,126.420965952,0.0102051086724,0.0131002096459,0,0.0166060142219
165,12.1215610048,105.036899314,0.0102963643149,0.0131588978693,0,0.0167084317654
166,6.04757060017,90.3701719714,0.0103851566091,0.0132160037756,0,0.0168081596494
167,-9.91839699917,82.3766555717,0.0104723535478,0.0132720815018,0,0.0169061627239
168,-37.1153742806,90.5272259205,0.0105625353754,0.0133300796151,0,0.0170075912029
169,-72.1698087858,110.753181125,0.0106537584215,0.0133887482807,0,0.0171102639288
170,-81.5715883087,75.6362162818,0.0107434513047,0.013446431607,0,0.0172112826258
171,-78.42671278,31.4930223285,0.0108313029632,0.0135029312223,0,0.0173102933913
172,-125.247572984,42.1421234658,0.0109183834866,0.013558935374,0,0.0174084994942
173,-142.393523334,12.9483587303,0.0110078351572,0.0136164641008,0,0.0175094418228
174,-209.296251994,9.52790635185,0.0110981566831,0.0136745516211,0,0.0176114290953
175,-331.112440191,72.475166424,0.0111854746938,0.0137307085097,0,0.0177100878209
176,-519.199916788,314.863220304,0.0112706571817,0.0137854907662,0,0.0178063884377
177,-519.81131683,441.451043617,0.0113568361849,0.0138401770964,0,0.0179033018649
178,-176.488038278,139.692627072,0.0114483311772,0.0138934981078,0,0.0180025994778
179,-128.84548575,200.461497122,0.0115415425971,0.0139478193596,0,0.0181038361043
180,-74.7341810554,139.188908536,0.0116324210539,0.0140007799491,0,0.0182026121765
181,-79.8442202344,157.972418695,0.0117221064866,0.014053045772,0,0.0183001607656
182,-58.1564298592,128.567419042,0.0118133146316,0.0141061991453,0,0.0183994360268
183,-60.5326477013,139.521453089,0.0119066135958,0.0141605706885,0,0.0185010600835
184,-54.2125676097,129.272207198,0.0120003335178,0.0142151881009,0,0.0186032149941
185,-52.4030320366,125.753397823,0.0120904399082,0.0142676988617,0,0.0187014956027
186,-51.5183413078,120.083853408,0.0121800163761,0.0143199022859,0,0.0187992658466
187,-53.3486538728,116.33675716,0.0122733553872,0.0143742961809,0,0.018901206553
188,-56.7948304556,112.473814229,0.0123664289713,0.014428537339,0,0.0190029274672
189,-85.8390541571,150.845589765,0.0124568846077,0.0144812520593,0,0.0191018488258
190,-71.3693658553,109.594809653,0.0125455083326,0.014532899484,0,0.0191988274455
191,-68.665006761,82.788277512,0.0126345660537,0.0145847992972,0,0.0192963369191
192,-63.2943580542,49.3065624783,0.0127283195034,0.014639435336,0,0.0193990506232
193,-100.925932668,71.5337398585,0.0128215393052,0.0146937612444,0,0.0195012427866
194,-101.965137646,35.8341546183,0.012911323458,0.0147460848093,0,0.0195997264236
195,-151.041970044,39.3629819361,0.0130026116967,0.0147992847487,0,0.0196999181062
196,-228.533163442,77.4651809861,0.0130961611867,0.0148538025096,0,0.0198026485741
197,-292.731988073,104.045818598,0.0131885642186,0.0149076525122,0,0.0199041794986
198,-516.011823036,559.214513557,0.0132792666554,0.0149605106562,0,0.020003894344
199,-329.340510367,489.198044518,0.0133735937998,0.0150106260553,0,0.0201040264219
200,-52.9061091464,154.967252618,0.0134694585577,0.0150611568242,0,0.0202055629343
201,-27.2177163512,134.275214964,0.0135653810576,0.0151117183268,0,0.0203072298318
202,-10.8840937262,104.211176409,0.0136622935534,0.01516280137,0,0.0204100180417
203,-9.8498370432,121.93261563,0.0137585662305,0.0152135472745,0,0.020512195304
204,-9.79900297309,117.724949726,0.0138573674485,0.0152656259015,0,0.0206171274185
205,-6.64484139883,110.570842868,0.0139535944909,0.0153163485229,0,0.0207193959504
206,-6.25434587581,104.571605645,0.0140497032553,0.0153670078143,0,0.0208216011524
207,-7.99641906768,98.6175802649,0.0141509827226,0.015420393087,0,0.020929377526
208,-13.7041933205,96.8156421191,0.014248506166,0.0154717974365,0,0.0210332218558
209,-21.6597583385,96.7804070453,0.0143484268337,0.015524466522,0,0.0211396887898
210,-30.8644294778,97.1262568477,0.0144481901079,0.0155770527199,0,0.0212460532784
211,-42.7735723944,99.4280649747,0.0145469205454,0.015629094094,0,0.0213513821363
212,-76.6666579988,136.755105402,0.0146484281868,0.0156825985759,0,0.0214597377926
213,-43.1106762707,48.4200471535,0.0147459208965,0.0157339889556,0,0.021563872695
214,-79.6088863463,76.4439532626,0.0148465586826,0.0157870352268,0,0.0216714274138
215,-80.5976440607,40.0137689827,0.0149517348036,0.015842474997,0,0.0217839013785
216,-119.939393939,48.1095927814,0.0150498030707,0.0158941671252,0,0.0218888353556
217,-139.477463421,19.5985563588,0.0151492310688,0.0159465763718,0,0.0219952836633
218,-220.082241176,67.3045818598,0.0152553915977,0.0160025339574,0,0.0221090037376
219,-354.05391443,257.938839193,0.0153556810692,0.0160553976893,0,0.0222164969891
220,-313.293876985,338.135982248,0.0154564287513,0.0161068905145,0,0.0223233755678
221,-113.057901671,129.118507732,0.0155655769631,0.0161594282836,0,0.0224368963391
222,-83.4352420082,161.795610568,0.0156689155847,0.0162091702223,0,0.0225444473326
223,-50.2568129811,120.839704251,0.0157685913146,0.0162571500987,0,0.0226482544094
224,-54.6013409264,139.948876638,0.0158783178777,0.0163099654019,0,0.0227626003325
225,-28.3904960648,95.5941335552,0.015986463055,0.0163620207459,0,0.0228753741831
226,-37.5159402954,124.924875182,0.0160870794207,0.0164104513824,0,0.0229803621769
227,-33.3009326676,117.814697316,0.0161922369152,0.0164610687643,0,0.0230901557952
228,-30.6641399695,115.953947368,0.0163046810776,0.0165151953697,0,0.0232076346874
229,-28.7935974447,112.395074891,0.0164096802473,0.0165657363832,0,0.0233174022287
230,-28.0558993828,109.801808127,0.016510207206,0.0166141241789,0,0.0234225541353
231,-28.4415435823,107.479205672,0.0166186653078,0.0166663303971,0,0.0235360711813
232,-30.2975976874,105.452248457,0.0167257469147,0.0167178735137,0,0.0236482117325
233,-34.1054343492,104.305153942,0.0168257448822,0.0167660079896,0,0.0237529929727
234,-38.0521071701,101.52157444,0.0169310178608,0.0168166793883,0,0.0238633621484
235,-61.1466741211,134.498023715,0.0170473307371,0.0168726667762,0,0.0239853784442
236,-69.6625710769,124.639553429,0.0171556491405,0.0169248059392,0,0.0240990743041
237,-44.4457518549,49.3980263158,0.0172548685223,0.0169725660235,0,0.024203274399
238,-76.9313327786,71.4592781361,0.0173612665385,0.0170237794518,0,0.0243150703609
239,-93.4931176756,51.6676331392,0.0174828413874,0.0170822981745,0,0.024442885071
240,-151.460612995,104.514830802,0.0175988394767,0.0171381346881,0,0.0245649106801
241,-239.98923445,275.592677346,0.0177012681961,0.0171874389052,0,0.024672716856
242,-183.644927536,282.499237223,0.017804723233,0.0172352567315,0,0.0247802790254
243,-33.2632554088,81.0630417447,0.0179241318256,0.0172886811197,0,0.0249032732099
244,-29.9236009985,122.971872616,0.0180528908968,0.0173462908715,0,0.0250359885395
245,-15.4364934384,103.631509604,0.0181692577899,0.0173983536661,0,0.025156006217
246,-15.3895675144,114.225903197,0.0182724148035,0.0174445081502,0,0.0252624619752
247,-12.2940611781,109.043417585,0.018376968801,0.0174912866205,0,0.0253704171628
248,-9.08424454788,102.312157617,0.0184975080192,0.0175452157855,0,0.0254949480295
249,-7.97117918314,96.9012291103,0.0186333991587,0.0176060162485,0,0.025635432452
250,-9.87154691942,94.8417758824,0.0187616609037,0.0176634024829,0,0.0257681142539
251,-14.3934453228,97.0487483531,0.0188715457916,0.0177125651389,0,0.025881851092
252,-18.2431285105,96.8607239442,0.0189722031355,0.0177576001734,0,0.0259860903025
253,-23.2160152729,96.6721187851,0.0190805904567,0.0178060941398,0,0.0260983891785
254,-29.510381995,96.8452257125,0.0192092414945,0.0178636536002,0,0.0262317564338
255,-39.5533206782,101.374427918,0.0193536132574,0.0179282482713,0,0.0263815168291
256,-65.4873188406,130.500606754,0.0194884147495,0.0179885607213,0,0.0265214368701
257,-39.4484302406,49.3325272173,0.0196022763848,0.0180395022035,0,0.0266396868974
258,-65.9230332501,74.7518462659,0.0197026543319,0.0180844124407,0,0.0267439819872
259,-67.2931705499,43.5788303516,0.0198059491813,0.0181306283921,0,0.0268513560295
260,-103.755928854,58.152581305,0.0199285559356,0.0181854832917,0,0.0269788652658
261,-147.523802094,78.7586592469,0.0200734101236,0.0182502940297,0,0.0271295960993
262,-244.181298107,322.030857777,0.0202148947865,0.0183135960251,0,0.0272769089788
263,-178.750884127,299.993655086,0.0203358288854,0.0183645896614,0,0.0274008046836
264,-68.9782608696,149.714860273,0.0204404313117,0.01840804331,0,0.0275075864047
265,-35.4032747382,109.38439602,0.0205425638705,0.0184504706413,0,0.0276118963957
266,-37.7505200749,125.769199431,0.0206603892148,0.0184994172305,0,0.0277322940528
267,-16.182770569,84.7811004785,0.0208002384752,0.0185575131327,0,0.0278752800077
268,-19.1056272103,103.199128008,0.0209464188665,0.0186182409525,0,0.028024835512
269,-20.9777711324,105.316560918,0.0210749842227,0.0186716485769,0,0.028156446293
270,-20.1261918383,105.547968241,0.0211846698076,0.0187172144651,0,0.0282687880099
271,-19.5042646141,103.766512378,0.021286347881,0.0187594518065,0,0.0283729732037
272,-19.5412354379,102.329779488,0.0213976725936,0.018805699423,0,0.028487097472
273,-20.4726548956,100.88456071,0.0215298105031,0.0188605915755,0,0.0286226253957
274,-22.8001893939,99.7792022051,0.0216783937067,0.0189223159105,0,0.0287751071155
275,-26.7336761494,99.3566586922,0.0218173507601,0.0189800411463,0,0.0289177931845
276,-30.3523138999,96.8784498301,0.0219344496727,0.019028685987,0,0.0290380958468
277,-36.833875078,98.8050499272,0.0220371894538,0.0190713666379,0,0.0291436910629
278,-60.9606216629,139.414196311,0.0221411027014,0.0191145334393,0,0.029250536114
279,-33.0060480376,52.3640177519,0.0222630295902,0.0191651862115,0,0.0293759573251
280,-58.7960786353,72.9210179599,0.0224070493132,0.019225012511,0,0.0295241754502
281,-64.6725781846,46.7393297968,0.0225531887263,0.019285723567,0,0.0296746604145
282,-97.7840735733,56.8107317454,0.0226805284619,0.0193386226892,0,0.0298058502376
283,-135.471759933,76.8496636849,0.0227897763252,0.0193840060383,0,0.0299184489995
284,-209.935077318,305.723250815,0.0228923372924,0.0194266121835,0,0.0300241969526
285,-181.989078427,379.712537272,0.0230059176683,0.0194710399956,0,0.0301395691931
286,-30.5706803446,106.568103807,0.0231409408152,0.0195232480764,0,0.0302763991058
287,-20.6362422856,105.186750225,0.0232939403504,0.0195824094117,0,0.0304315369576
288,-6.31685616895,77.6248179738,0.0234396867454,0.0196387637407,0,0.0305794049054
289,-8.16334631354,98.0095607101,0.0235636476427,0.0196866970509,0,0.0307052358985
290,-12.4529819794,100.575176825,0.0236703734845,0.0197279639542,0,0.0308136194944
291,-7.18405287861,91.3172976909,0.0237742420286,0.0197681263089,0,0.0309191420674
292,-6.70690637785,94.901263782,0.0238920338452,0.0198136717081,0,0.0310388598591
293,-8.72186828237,93.5795627904,0.0240318458527,0.0198677331209,0,0.0311810262501
294,-10.8804206972,93.3506084876,0.024189800024,0.0199288092554,0,0.031341727823
295,-13.4312049268,93.9783475487,0.0243380628526,0.0199861377478,0,0.0314926505089
296,-16.6705054695,95.0082258512,0.0244630016387,0.020034449175,0,0.0316198915243
297,-19.5979539387,94.6007991817,0.0245709288865,0.0200761798769,0,0.0317298509181
298,-22.9160880834,93.2146522433,0.0246747191995,0.0201163124293,0,0.0318356379867
299,-26.3978572914,91.3362110811,0.0247917436063,0.0201615616679,0,0.0319549553096
300,-31.9598285486,91.308837806,0.0249306447804,0.0202152710408,0,0.0320966392756
301,-57.1916649331,123.95888808,0.0250915177166,0.0202774759382,0,0.0322608165443
302,-37.816881631,49.372044241,0.0252498947084,0.0203387141228,0,0.0324225313962
303,-62.1514111365,67.183326399,0.0253856442869,0.0203912053257,0,0.0325612053275
304,-84.4148897441,75.2394858193,0.0255005639046,0.0204356405884,0,0.0326786488295
305,-109.373743152,103.965987102,0.0256031025201,0.020475288853,0,0.0327834747732
306,-153.989009084,224.259101311,0.0257103741169,0.0205167680979,0,0.0328931771219
307,-128.800845988,260.061160807,0.0258382540196,0.0205645151436,0,0.0330229401588
308,-22.1960985715,68.4962554608,0.0259905532002,0.0206198189408,0,0.0331765860319
309,-19.5695795195,104.048072256,0.0261627212167,0.0206823367625,0,0.033350367099
310,-15.9968199587,103.962017197,0.0263245496899,0.0207410994917,0,0.0335138067603
311,-12.0132088187,96.7825133486,0.0264609195292,0.020790617913,0,0.0336515977979
312,-12.1013940174,99.5909524305,0.0265783071518,0.0208332445472,0,0.0337702594697
313,-11.888280329,97.7361920116,0.0266907326877,0.020874068141,0,0.0338839478791
314,-12.0282248977,96.7251750919,0.0268163979053,0.0209197010845,0,0.0340110734105
315,-12.7334908727,95.4524824908,0.0269655548036,0.0209738630801,0,0.0341620258987
316,-13.6929336991,92.7141321684,0.0271406136453,0.0210374295712,0,0.0343392826617
317,-16.8920302857,93.9161119201,0.0273161437362,0.0211011692882,0,0.0345171131194
318,-20.1870622703,94.2935909438,0.0274679884315,0.0211563073099,0,0.0346710197628
319,-23.1436641876,93.2400318979,0.0275959447026,0.0212027709931,0,0.0348007716238
320,-25.4856936065,90.6014232716,0.0277089606971,0.021243808791,0,0.0349154099822
321,-29.7426301054,90.7946050898,0.0278238765895,0.0212855376303,0,0.0350320152938
322,-53.0376100825,137.438700506,0.0279581677169,0.0213342998177,0,0.0351683311164
323,-27.7241956175,51.2540262464,0.0281175617129,0.021392179653,0,0.0353301949799
324,-49.6872442965,69.6625407392,0.028297200799,0.0214574113488,0,0.0355127044022
325,-58.9370102628,54.3409827682,0.0284654963762,0.0215185228735,0,0.0356837697327
326,-87.3779210873,88.3415245129,0.0286073163152,0.0215700212866,0,0.0358279831707
327,-133.414152971,193.694733375,0.0287277940661,0.0216137692332,0,0.035950537771
328,-124.159463629,245.021132376,0.0288384463638,0.0216530952603,0,0.0360626205802
329,-54.3542273421,136.814809999,0.0289587434381,0.0216943696141,0,0.0361836217344
330,-18.405643246,89.0059461896,0.02910153009,0.0217433609068,0,0.0363273024559
