Point ID,Gradient_Pressure_X,Gradient_Pressure_Y,Points_0,Points_1,Points_2,Points_Magnitude
26,267.861746758,1427.05679218,0.929993093014,0.0141043411568,0,0.930100023746
27,267.109683794,1441.01671174,0.924234867096,0.0151705294847,0,0.924359381199
28,266.677154844,1455.06206227,0.91826403141,0.0162629745901,0,0.918408036232
29,268.711011719,1479.96976631,0.912075638771,0.0173833407462,0,0.912241280079
30,275.24206019,1525.83926219,0.905660808086,0.0185350645334,0,0.905850470066
31,214.021149712,1200.80202482,0.898984909058,0.0197281762958,0,0.899201333523
32,261.862994938,1493.66881631,0.892045140266,0.0209398753941,0,0.892290890217
33,228.487708897,1315.49809306,0.884868085384,0.0221853721887,0,0.885146141052
34,245.176894806,1429.11712087,0.877463400364,0.0234517138451,0,0.877776741982
35,229.958255322,1353.81402122,0.869836091995,0.0247449409217,0,0.870187997818
36,198.690174052,1188.47569517,0.861962378025,0.026063894853,0,0.862356364727
37,229.312339644,1396.36918383,0.853823840618,0.0273969527334,0,0.854263246059
38,203.539317662,1256.96969697,0.845428287983,0.0287572368979,0,0.845917224884
39,239.04784689,1498.87871854,0.836791574955,0.0301302410662,0,0.837333858013
40,235.894632827,1491.1842452,0.828008830547,0.0315146893263,0,0.828608334064
41,180.290548506,1157.41904168,0.819008409977,0.0329212099314,0,0.819669783115
42,191.082501214,1259.97656196,0.809759140015,0.0343261957169,0,0.810486376286
43,205.874280563,1386.54004577,0.800245344639,0.0357394553721,0,0.8010430336
44,199.456573747,1369.30088066,0.790471434593,0.0371661596,0,0.791344702244
45,214.211306428,1498.35781152,0.780591785908,0.0385783016682,0,0.78154450655
46,182.4743083,1301.07856598,0.770540714264,0.0399924144149,0,0.771577835083
47,148.999306567,1100.25296443,0.760284245014,0.0413974970579,0,0.761410474777
48,158.867692948,1221.57908606,0.749791324139,0.042772334069,0,0.751010298729
49,202.88664101,1581.36786631,0.739044547081,0.044135261327,0,0.740361213684
50,203.326242979,1584.49899452,0.728126883507,0.0455297194421,0,0.729548990726
51,112.222817419,906.899798904,0.717043340206,0.0469304509461,0,0.718577504158
52,163.455013522,1417.83662714,0.705781161785,0.0482513830066,0,0.707428634167
53,358.794674433,3190.68414118,0.694341659546,0.0495256073773,0,0.696105659008
54,717.972401359,6372.43630816,0.682754814625,0.0508286841214,0,0.68464422226
55,397.561091464,3627.37646488,0.671030879021,0.0521449930966,0,0.673053920269
56,427.150787047,4211.4446987,0.65917378664,0.0533994026482,0,0.661333203316
57,454.923028916,4803.21752999,0.647193431854,0.0545496307313,0,0.649488270283
58,201.945114763,2206.78884959,0.635106980801,0.0556673444808,0,0.637541949749
59,-205.511060259,-2428.55724291,0.622926473618,0.0567427836359,0,0.625505506992
60,-365.63497677,-4639.92372235,0.610663414001,0.0577612370253,0,0.613389074802
61,-353.199084668,-4910.57430137,0.598331332207,0.058697540313,0,0.601203620434
62,-127.158484155,-2030.4743083,0.585966944695,0.0595688968897,0,0.588987052441
63,-199.712069205,-3399.7581305,0.573578238487,0.0603792369366,0,0.576747477055
64,-537.0150475,-9749.58740725,0.561178386211,0.0611232221127,0,0.564497351646
65,-327.536682616,-6762.44088482,0.548780322075,0.061783272773,0,0.552247226238
66,-34.7899460856,-808.987518203,0.536412417889,0.0623451508582,0,0.540023326874
67,-111.34245198,-3022.22564316,0.524096548557,0.0628361850977,0,0.527849972248
68,-69.8087944664,-2141.83329866,0.511843919754,0.0632597729564,0,0.51573830843
69,-52.7641807087,-1994.33368005,0.499666810036,0.0636186078191,0,0.503700554371
70,-43.1314532626,-2162.89133902,0.487586021423,0.0638879835606,0,0.491753816605
71,-32.9299480792,-2202.48387768,0.475617080927,0.0640897899866,0,0.479915738106
72,-22.6702031759,-2160.91075515,0.463765889406,0.0642358660698,0,0.468193382025
73,-10.6924959694,-2108.50454199,0.452052891254,0.0643287450075,0,0.456607043743
74,0.857187705863,-2324.70896609,0.440508037806,0.0643474310637,0,0.445183008909
75,10.2781024634,-2162.9703904,0.429143667221,0.0643100887537,0,0.433935552835
76,22.3815572776,-2577.19298246,0.417944848537,0.0642321184278,0,0.422851830721
77,28.3756392587,-2240.77068164,0.406921982765,0.0641159117222,0,0.411942154169
78,38.0243958463,-2247.21336939,0.396087557077,0.0639514327049,0,0.401217073202
79,47.1305604674,-2248.28042438,0.385510504246,0.0637466460466,0,0.390745431185
80,60.6810120657,-2436.84266001,0.375162571669,0.0635071396828,0,0.38049980998
81,65.5527485958,-2242.8687331,0.365035414696,0.0632332935929,0,0.370471745729
82,77.5587684627,-2288.36654878,0.355132997036,0.0629120245576,0,0.360662400723
83,109.917784828,-2932.5500312,0.345476210117,0.0625638961792,0,0.351095497608
84,109.296772069,-2697.4229249,0.336087435484,0.0621979385614,0,0.341794312
85,106.976379932,-2414.11885445,0.326967447996,0.0618119873106,0,0.332758814096
86,149.154652937,-3111.84439359,0.318113416433,0.0613973774016,0,0.323984235525
87,166.073278552,-3288.33340268,0.309512645006,0.0609737895429,0,0.315461367369
88,141.507948478,-2634.39567298,0.301202476025,0.0605434067547,0,0.307227015495
89,204.307000208,-3589.9294085,0.293152451515,0.0600931793451,0,0.299248307943
90,192.652052562,-3242.41259275,0.285379678011,0.0596419870853,0,0.291545420885
91,168.275743707,-2677.91720408,0.277896881104,0.0591861568391,0,0.284129679203
92,234.980687886,-3562.46945427,0.270724207163,0.0587190873921,0,0.277018994093
93,160.291241939,-2298.63463005,0.263842970133,0.0582565963268,0,0.270197957754
94,204.976856667,-2751.39976423,0.257066011429,0.0577592998743,0,0.263475000858
95,212.921035296,-2731.13376326,0.250395417213,0.0572485439479,0,0.256856501102
96,190.471153179,-2316.26794258,0.243852883577,0.056724075228,0,0.250363439322
97,301.356702032,-3494.02732127,0.237481743097,0.0561787448823,0,0.244036123157
98,240.070539491,-2687.58033423,0.231207385659,0.0556295178831,0,0.237805590034
99,319.034290271,-3441.3305596,0.225025504827,0.0550628006458,0,0.231664389372
100,320.972886762,-3364.07627765,0.218934983015,0.0544895417988,0,0.22561390698
101,352.107274114,-3586.14437279,0.212971881032,0.0539112612605,0,0.219689428806
102,552.35791554,-5514.35378961,0.207115218043,0.0533283799887,0,0.213870584965
103,281.824752098,-2739.18757368,0.201357513666,0.0527479462326,0,0.208151847124
104,499.653456764,-4712.78385688,0.195694863796,0.052151683718,0,0.202524751425
105,487.392795229,-4521.82955412,0.19013273716,0.0515574924648,0,0.196999073029
106,367.048748353,-3322.84779142,0.184663340449,0.0509631223977,0,0.191566675901
107,586.875528743,-5189.97517509,0.179283991456,0.0503589212894,0,0.186222374439
108,336.915123778,-2906.38069482,0.1740013659,0.0497571900487,0,0.180975839496
109,541.853477567,-4547.75424728,0.168836414814,0.0491462759674,0,0.175843939185
110,499.641841759,-4120.10235074,0.163774251938,0.0485380403697,0,0.17081554234
111,311.109805145,-2487.67159004,0.15879650414,0.0479283072054,0,0.165871798992
112,433.751369531,-3355.47354552,0.153909921646,0.0473006255925,0,0.161014333367
113,326.520594966,-2453.70584564,0.149117469788,0.0466732010245,0,0.156251102686
114,428.211150406,-3111.76007212,0.144477128983,0.046039570123,0,0.151635363698
115,408.670896609,-2895.48075723,0.139934614301,0.0454053618014,0,0.14711676538
116,358.407114625,-2458.27251924,0.135480627418,0.0447657108307,0,0.142684862018
117,523.386311629,-3484.02856945,0.131113469601,0.0441131331027,0,0.138335496187
118,397.401913876,-2577.91359822,0.126845926046,0.0434649847448,0,0.134086146951
119,716.822342417,-4520.23881839,0.122685410082,0.0428089015186,0,0.129939645529
120,692.055474655,-4290.94209833,0.118610024452,0.0421575717628,0,0.125879302621
121,565.694750711,-3429.73469246,0.114614225924,0.0415076240897,0,0.12189874053
122,824.012343111,-4894.58650579,0.11069317162,0.0408514887094,0,0.117990769446
123,462.600859857,-2676.72061577,0.106872260571,0.040203563869,0,0.114184089005
124,917.41328618,-5146.2189862,0.103130839765,0.0395402126014,0,0.11045088619
125,843.187226961,-4654.88052146,0.0994679108262,0.0388825945556,0,0.106797575951
126,599.455516261,-3222.84501768,0.0958860442042,0.0382285304368,0,0.103225745261
127,987.717911379,-5169.06788711,0.0924128368497,0.0375694222748,0,0.0997576788068
128,683.611400042,-3489.65619583,0.0890135169029,0.0369142889977,0,0.0963642597198
129,1058.53581582,-5266.55349837,0.0856804475188,0.0362499319017,0,0.0930333063006
130,915.848900908,-4470.1546356,0.0824119523168,0.03558826074,0,0.0897677764297
131,810.648914777,-3857.10200402,0.0792259350419,0.0349290333688,0,0.0865839868784
132,1230.49011858,-5735.15401151,0.0761366486549,0.0342709831893,0,0.083494246006
133,866.515844948,-3952.18112475,0.073105417192,0.03361742571,0,0.0804644823074
134,1107.1219749,-4932.30871646,0.0701322034001,0.0329568907619,0,0.0774898901582
135,962.371472159,-4191.13265377,0.0672173500061,0.0322974547744,0,0.0745741054416
136,1035.8645725,-4400.54060051,0.0643886551261,0.031640317291,0,0.0717426538467
137,1364.14811733,-5700.38804521,0.061625238508,0.0309841521084,0,0.0689759925008
138,988.556965536,-4039.51182304,0.0589191764593,0.0303351022303,0,0.0662698075175
139,1231.33721656,-4909.08314264,0.0562693811953,0.0296778529882,0,0.0636161789298
140,1128.87677692,-4398.48581929,0.0536888167262,0.0290260389447,0,0.0610327795148
141,1082.60217738,-4100.85985715,0.0511722564697,0.0283725541085,0,0.0585115514696
142,1489.10588725,-5521.10339089,0.0487144216895,0.0277154464275,0,0.0560467727482
143,1071.50683032,-3868.59274669,0.0463148243725,0.0270651839674,0,0.0536431446671
144,1447.00062409,-5072.81048471,0.0439884625375,0.0264087580144,0,0.0513069927692
145,1156.00908397,-3940.27043894,0.0417330600321,0.0257589109242,0,0.0490425303578
146,1250.89133902,-4137.07787255,0.0395297966897,0.0251026637852,0,0.0468267947435
147,1688.52548367,-5482.84806879,0.0373725928366,0.0244444329292,0,0.0446569249034
148,1198.43006726,-3785.05568268,0.0352553576231,0.0237904582173,0,0.0425314716995
149,1610.10803689,-4922.67221413,0.0332312881947,0.0231358949095,0,0.0404918268323
150,1346.11705152,-3996.94473337,0.0312638245523,0.0224852561951,0,0.0385099127889
151,1264.17724152,-3611.1717634,0.029351407662,0.0218290947378,0,0.0365788824856
152,1906.81103946,-5287.03141252,0.0274930279702,0.0211653988808,0,0.0346964076161
153,1241.68337841,-3318.0259344,0.0256938710809,0.0205103866756,0,0.0328762978315
154,1649.34234796,-4218.0664309,0.0239705760032,0.0198440421373,0,0.0311187170446
155,1504.31370917,-3716.74696623,0.0223103649914,0.0191848482937,0,0.0294246636331
156,1338.63144026,-3154.25088413,0.0207142625004,0.0185217987746,0,0.0277873650193
157,1989.09007697,-4504.08931419,0.0191797036678,0.0178504381329,0,0.0262011289597
158,1472.34990639,-3194.28444629,0.0177088342607,0.0171910803765,0,0.0246806815267
159,1708.05117537,-3517.88724776,0.0162971857935,0.0165115874261,0,0.0231998022646
160,1866.82324388,-3688.0404965,0.0149456923828,0.0158392898738,0,0.0217774379998
161,1578.7389224,-2947.4177935,0.0136701492593,0.0151669420302,0,0.0204183515161
162,2372.30816171,-4199.41529714,0.0124750193208,0.0144918197766,0,0.0191216878593
163,1830.2023438,-3087.99362041,0.0113319819793,0.0138249313459,0,0.0178757533431
164,1932.36377505,-3042.85722211,0.0102563975379,0.0131331952289,0,0.0166635680944
165,2119.19991679,-3164.61909715,0.00923071429133,0.0124482670799,0,0.0154972719029
166,1905.98099993,-2692.00693433,0.00827633216977,0.0117649389431,0,0.0143844177946
167,1846.29595728,-2460.6113307,0.00738675240427,0.0110827293247,0,0.0133188208565
168,1953.70667776,-2471.08660981,0.0065292250365,0.0104032335803,0,0.0122824283317
169,1964.34824215,-2338.63476874,0.00571103766561,0.00971192959696,0,0.0112666552886
170,1940.10970113,-2179.81970737,0.00492054410279,0.00902418978512,0,0.0102785089985
171,1489.40239928,-1553.82733514,0.00417390372604,0.00833734776825,0,0.00932377856225
172,2886.79314888,-2819.53068442,0.00349491671659,0.00764854811132,0,0.00840920489281
173,2203.73885306,-1992.99230289,0.00286120618694,0.00697399396449,0,0.00753810955212
174,2329.35663269,-1865.49476458,0.0023205364123,0.00626894226298,0,0.00668464833871
175,2197.31474932,-1613.95659108,0.0018322734395,0.00558086438105,0,0.00587394880131
176,1826.61063727,-1186.84571112,0.00141387851909,0.0048840586096,0,0.00508459238335
177,2017.12904792,-1145.15560641,0.00105604692362,0.00418451661244,0,0.0043157171458
178,1542.00305111,-808.820608834,0.000732420710847,0.00349356629886,0,0.00356951612048
179,1120.37119479,-528.995076624,0.000498807174154,0.00279210112058,0,0.00283630704507
180,903.76159767,-399.98266417,0.000297218124615,0.00209805881605,0,0.00211900658906
181,463.547812218,-234.036821302,0.000153042419697,0.00139834883157,0,0.00140669872053
182,-55.643835379,-88.2309825948,6.2963750679e-05,0.000698290125001,0,0.00070112303365
183,-236.931263435,-283.190624783,0,0,0,0
184,-167.641841759,-327.906143818,3.10145478579e-05,-0.000258143554674,0,0.000260000000708
185,-391.491366757,-159.404583593,6.64168110234e-05,-0.000552807410713,0,0.000556782935746
186,-483.524062132,-159.188960544,0.00010636724619,-0.000885327172,0,0.000891693984158
187,-922.218847514,-248.107846197,0.000151482774527,-0.00126083754003,0,0.00126990489662
188,-1400.99701824,-399.336315096,0.000230681194807,-0.00168148148805,0,0.00169723120052
189,-915.843353443,-296.363497677,0.000346936838469,-0.00214756885543,0,0.00217541190796
190,-1086.86374038,-375.290063102,0.000476882414659,-0.00266854139045,0,0.00271081714891
191,-1343.56771375,-534.347236669,0.000677853066009,-0.00326484860852,0,0.00333447474986
192,-1388.34019832,-614.415227793,0.000943357357755,-0.0039283381775,0,0.004040020518
193,-1197.39338465,-602.17634006,0.00126999081112,-0.00464676646516,0,0.00481718964875
194,-1263.93675889,-741.232161431,0.00168547348585,-0.00541047472507,0,0.00566692650318
195,-1297.82220373,-888.272588586,0.00221454934217,-0.0062233558856,0,0.00660563306883
196,-1160.11282158,-943.601900007,0.00284602423199,-0.00704993167892,0,0.00760272238404
197,-1422.31828583,-1338.72089314,0.0036018632818,-0.00785496179014,0,0.00864140316844
198,-1026.1645517,-1074.40475695,0.00444129668176,-0.00868837814778,0,0.0097577162087
199,-1194.24159212,-1393.59378684,0.00541350804269,-0.00950716249645,0,0.010940393433
200,-979.989390472,-1196.91699605,0.00645757326856,-0.0103596244007,0,0.0122074596584
201,-806.543304903,-1049.95000347,0.00759686110541,-0.0112233068794,0,0.0135526722297
202,-847.034671659,-1179.33208515,0.00888541340828,-0.0121327228844,0,0.0150384018198
203,-651.808335067,-979.061715554,0.0102674225345,-0.0130590144545,0,0.0166119784117
204,-646.984189723,-1076.89147771,0.0117672160268,-0.0139470519498,0,0.0182479489595
205,-655.50585951,-1166.30816171,0.0133630288765,-0.0148380575702,0,0.0199684370309
206,-521.896886485,-996.095555093,0.0150759676471,-0.0157367382199,0,0.0217928830534
207,-578.28604119,-1192.59524305,0.0168939009309,-0.0166074745357,0,0.0236899163574
208,-504.317072325,-1093.31627488,0.018798917532,-0.0174853820354,0,0.0256736800075
209,-469.545038486,-1079.90576243,0.0208219345659,-0.0183581933379,0,0.0277592539787
210,-517.592608002,-1245.61361903,0.0229566376656,-0.0192338377237,0,0.0299490857869
211,-412.244123154,-1030.20782193,0.0251798629761,-0.0201190747321,0,0.0322304628789
212,-379.438249775,-1005.2978989,0.0275011248887,-0.0209875255823,0,0.0345946252346
213,-379.203591984,-1057.14132168,0.0299525503069,-0.0218606200069,0,0.0370815582573
214,-308.69662298,-906.712433257,0.0325086414814,-0.0227326508611,0,0.0396684408188
215,-360.280736426,-1117.6097358,0.0351634137332,-0.0235798284411,0,0.0423376187682
216,-321.259864087,-1025.17634006,0.037906140089,-0.0244344770908,0,0.0450989939272
217,-282.942826434,-937.295887941,0.0407653748989,-0.025290587917,0,0.0479732193053
218,-301.726787324,-1036.0275293,0.0437170043588,-0.0261382516474,0,0.050935100764
219,-223.354725747,-795.472782747,0.0467622168362,-0.0269922576845,0,0.053993396461
220,-241.924727827,-911.677276194,0.0499657690525,-0.0278346855193,0,0.0571956969798
221,-236.397458567,-918.864364468,0.0532905980945,-0.0286825764924,0,0.0605192370713
222,-179.614953887,-727.848970252,0.0567110292614,-0.0295281168073,0,0.0639378651977
223,-213.400475002,-913.263851328,0.0602288581431,-0.0303437523544,0,0.067440778017
224,-180.249497261,-794.564246585,0.0638724491,-0.0311702005565,0,0.0710722953081
225,-181.594428264,-827.14333264,0.0676078945398,-0.0319822989404,0,0.0747910067439
226,-180.03604119,-834.335760349,0.0714389979839,-0.0327959693968,0,0.0786072909832
227,-135.172127453,-642.96865682,0.0754009857774,-0.0336236655712,0,0.082558222115
228,-151.155259691,-751.510574856,0.0794863477349,-0.0344326272607,0,0.0866238176823
229,-128.793296235,-655.127522363,0.0836611762643,-0.0352446138859,0,0.0907820239663
230,-115.569898065,-608.560779419,0.0879302024841,-0.0360447205603,0,0.0950312688947
231,-113.114459816,-615.409333611,0.0923464521766,-0.0368423573673,0,0.0994244739413
232,-92.9064645309,-525.606372651,0.0969187617302,-0.0376485213637,0,0.103974312544
233,-101.59889224,-601.756327578,0.101606234908,-0.0384266413748,0,0.108629800379
234,-81.7577231121,-491.564177242,0.106386944652,-0.0392082557082,0,0.113381959498
235,-79.0364485819,-492.364260454,0.111319229007,-0.0399879589677,0,0.118283592165
236,-70.8497286943,-458.675681298,0.116359807551,-0.0407530926168,0,0.123289979994
237,-59.8122572984,-401.882532418,0.121514290571,-0.0415108837187,0,0.128409013152
238,-61.6553420359,-427.893766036,0.12683570385,-0.0422577857971,0,0.13368999958
239,-54.0365655988,-381.426114694,0.13228957355,-0.0430119968951,0,0.139106303453
240,-46.5034108245,-338.155918452,0.137849450111,-0.043751090765,0,0.14462582767
241,-37.659099577,-283.603338881,0.143515869975,-0.0444797500968,0,0.150250628591
242,-34.5551864468,-272.299528465,0.149351865053,-0.0451973900199,0,0.156040966511
243,-32.8182966681,-264.87504334,0.15531668067,-0.0459019467235,0,0.161957591772
244,-24.9012962867,-206.317488385,0.161406978965,-0.0466089323163,0,0.168001800776
245,-20.994805752,-182.393349976,0.167656302452,-0.0472851954401,0,0.174196794629
246,-17.3843548471,-153.00993343,0.174058198929,-0.0479669198394,0,0.180546626449
247,-15.5628066275,-139.416493308,0.18056063354,-0.0486274696887,0,0.186994045973
248,-13.690761303,-122.437513002,0.187161192298,-0.0492808744311,0,0.193540483713
249,-10.0184464063,-87.8230445184,0.193897992373,-0.0499284863472,0,0.200223088264
250,-5.02446464791,-37.1644866861,0.200833693147,-0.0505590587854,0,0.207099959254
251,-2.19022985143,-7.37480497192,0.207894384861,-0.0511861741543,0,0.214103013277
252,-0.815597154324,6.74941545749,0.215065747499,-0.0517726913095,0,0.221209600568
253,0.786162202149,29.5526965883,0.222406759858,-0.0523630902171,0,0.22848777473
254,1.53360198452,43.226184904,0.22985252738,-0.052927583456,0,0.235867574811
255,5.6039754308,103.711514458,0.237414196134,-0.0534810014069,0,0.24336335063
256,7.10625075844,133.094575619,0.24514426291,-0.0540158301592,0,0.251024752855
257,7.82460149261,151.410720477,0.253065109253,-0.0545228756964,0,0.258871972561
258,9.52114754525,192.769606823,0.261116415262,-0.0550117306411,0,0.266848415136
259,9.51467261286,207.517890576,0.269295603037,-0.0554527975619,0,0.274945706129
260,12.1166668834,282.463386728,0.277874976397,-0.0558993406594,0,0.283441781998
261,11.3743737432,299.972470702,0.286975681782,-0.056305129081,0,0.292447119951
262,9.51303546044,291.11053325,0.296554028988,-0.0566992871463,0,0.30192565918
263,9.31600942202,348.193398516,0.306621551514,-0.0570603087544,0,0.311885654926
264,8.1896729379,392.261042924,0.317258119583,-0.0573512800038,0,0.322400182486
265,5.46614312461,398.732820193,0.32832056284,-0.0575907453895,0,0.333333283663
266,1.40835955378,322.772415228,0.339799910784,-0.0577398538589,0,0.344670683146
267,-1.02190341451,164.034758339,0.351734787226,-0.0577784106135,0,0.356448739767
268,3.83536677198,-488.776887872,0.364163547754,-0.0577163957059,0,0.36870893836
269,21.4948230879,-1026.21676721,0.376948833466,-0.0575335547328,0,0.381314218044
270,49.3524157479,-1428.9932737,0.390058338642,-0.0571575537324,0,0.394223898649
271,187.36344567,-4150.1826503,0.403526991606,-0.0566229261458,0,0.407480299473
272,264.97011303,-4789.91859094,0.41726821661,-0.0559351295233,0,0.421000599861
273,-26.4827400146,421.135254143,0.431238591671,-0.0550965555012,0,0.434744000435
274,-767.737882255,9913.01241245,0.445416510105,-0.0540721639991,0,0.448686599731
275,-1195.58990361,13702.9310034,0.459785580635,-0.0528817549348,0,0.462816655636
276,-1151.50461133,12024.4676513,0.474278271198,-0.0515517480671,0,0.477071762085
277,-371.057936343,3595.97559115,0.488872051239,-0.0500937178731,0,0.491431862116
278,1215.04167533,-10927.3897788,0.503548622131,-0.0485190339386,0,0.505880713463
279,2153.9522918,-18179.5958671,0.518264353275,-0.0468320287764,0,0.52037602663
280,1557.20754455,-12471.312669,0.532989919186,-0.0450357720256,0,0.534889221191
281,346.093093405,-2659.65494765,0.547707438469,-0.0431621409953,0,0.549405515194
282,-771.063171763,5792.43714028,0.562402665615,-0.0412292554975,0,0.563911855221
283,-927.19242771,6809.65037099,0.577049791813,-0.0392492078245,0,0.578383088112
284,-593.003397823,4342.15962832,0.591630637646,-0.0372440442443,0,0.592801749706
285,42.5265368213,-300.083385341,0.606127440929,-0.0352688767016,0,0.607152700424
286,269.254299286,-1885.97073712,0.620496749878,-0.0332779958844,0,0.621388494968
287,319.970667776,-2176.65238194,0.634726405144,-0.0312093440443,0,0.635493218899
288,85.0037792109,-570.407183968,0.648812055588,-0.0291411168873,0,0.64946615696
289,-41.3784454962,295.535885167,0.662732303143,-0.0271186716855,0,0.663286924362
290,-98.7647441232,697.621870883,0.676472723484,-0.0251458697021,0,0.67693990469
291,-38.4155051661,279.121108106,0.690021514893,-0.0232066884637,0,0.690411627293
292,27.8648477047,-188.597843423,0.703366994858,-0.0213204156607,0,0.703690052032
293,78.995007281,-562.098120796,0.716554701328,-0.0194808859378,0,0.71681946516
294,79.1130469454,-573.345537757,0.729519188404,-0.0177009515464,0,0.729733884335
295,75.3783891547,-555.994695236,0.742236256599,-0.0159884616733,0,0.742408454418
296,66.84222228,-503.652624645,0.754655063152,-0.0143482377753,0,0.75479143858
297,49.8972505374,-386.50814784,0.766673922539,-0.0127977281809,0,0.766780734062
298,35.5363900735,-283.500052007,0.778437376022,-0.0113401422277,0,0.77851998806
299,24.7186611539,-203.392639207,0.789957642555,-0.00995280127972,0,0.790020346642
300,14.6233953523,-122.698365231,0.801192104816,-0.00867028534412,0,0.801239013672
301,7.79269869028,-63.0906057139,0.812126994133,-0.00746146729216,0,0.812161266804
302,3.6192615695,-26.2629173601,0.822762608528,-0.00630582403392,0,0.822786748409
303,-5.06693363844,58.5673453644,0.833094239235,-0.00526870461181,0,0.833110928535
304,2.2437763017,-15.2324691422,0.843102872372,-0.00427999906242,0,0.843113720417
305,-13.0519955707,154.986061993,0.852814972401,-0.00341590237804,0,0.852821826935
306,0.785144263899,-2.97029478495,0.862219572067,-0.00259120436385,0,0.862223446369
307,-20.0052744262,262.988905069,0.871293306351,-0.00187481660396,0,0.871295332909
308,-8.51380473788,126.828479301,0.880022525787,-0.00118990603369,0,0.880023300648
309,-45.5431965536,703.15942029,0.888459146023,-0.00063809560379,0,0.888459384441
310,-16.8715631718,292.39636641,0.896600961685,-0.000105565806734,0,0.896600961685
311,-21.6640814611,428.183759795,0.904407918453,0.000308426155243,0,0.904407978058
312,-26.0485771618,561.631058872,0.911925256252,0.000680429511704,0,0.911925494671
313,-19.148104327,505.558109701,0.919159531593,0.000998456613161,0,0.919160068035
314,-34.7436139137,1073.09631787,0.92610001564,0.00122323120013,0,0.926100850105
315,-15.8680862544,629.599681021,0.932666659355,0.0014358998742,0,0.932667791843
316,-7.11164816067,477.547188128,0.938949108124,0.00154886662494,0,0.938950359821
317,-4.85863335154,437.971846613,0.944951891899,0.00160586589482,0,0.944953262806
318,-2.49641906768,647.00062409,0.950638175011,0.00165985967033,0,0.950639605522
319,1.82453418084,404.356563345,0.956000566483,0.00164185999893,0,0.956001996994
320,-0.647718266222,60.6710352957,0.961072206497,0.00158474454656,0,0.961073517799
321,8.12447884162,691.579432772,0.965854883194,0.00153088290244,0,0.965856075287
322,10.4832709243,492.913424867,0.970274031162,0.00146482104901,0,0.970275163651
323,-0.248627574506,77.1674121073,0.974382162094,0.00132303184364,0,0.974383056164
324,0.0267283640211,81.6982092088,0.978187203407,0.00119170278776,0,0.978187918663
325,-0.878888981888,39.589886277,0.981654584408,0.0010720276041,0,0.981655180454
326,5.88406447195,219.889206712,0.984709322453,0.000966596824583,0,0.98470979929
327,-4.88690213057,14.4006851987,0.987404465675,0.000836618652102,0,0.987404823303
328,-78.0860983982,-1338.97690867,0.9897159338,0.000714283669367,0,0.989716172218
329,-75.7637126413,-1289.52735594,0.991435170174,0.000623294035904,0,0.991435348988
330,-87.2301158033,-2032.4951113,0.992623329163,0.000560408749152,0,0.992623507977
331,-797.1094931,-899.424103738,0.993349313736,0.000521987094544,0,0.993349432945
